lesson_id,user_id,activity_status,activity_date
1273,3181,STARTED,2023-12-19
1165,1886,COMPLETED,2024-08-26
358,2553,NOT_STARTED,2024-06-05
1897,3395,NOT_STARTED,2024-11-25
610,1284,STARTED,2024-12-26
939,2534,COMPLETED,2024-09-25
919,2852,STARTED,2024-07-01
890,4364,NOT_STARTED,2024-04-03
838,676,STARTED,2023-06-08
637,4528,STARTED,2024-04-03
439,3003,COMPLETED,2023-09-07
182,2975,COMPLETED,2024-10-04
1234,918,COMPLETED,2024-07-30
268,3921,STARTED,2023-11-11
1888,51,STARTED,2023-11-09
1401,2930,COMPLETED,2024-03-10
1797,2984,NOT_STARTED,2023-09-07
1940,2432,COMPLETED,2024-10-03
820,4045,COMPLETED,2023-10-16
1835,3437,NOT_STARTED,2023-11-02
1664,3267,NOT_STARTED,2024-10-03
22,713,COMPLETED,2024-01-25
668,2202,NOT_STARTED,2024-08-19
1797,1129,STARTED,2023-12-10
229,858,STARTED,2024-12-18
1119,187,NOT_STARTED,2024-02-21
1879,320,NOT_STARTED,2024-12-16
690,3059,NOT_STARTED,2024-10-05
1199,2947,STARTED,2024-05-13
756,422,COMPLETED,2024-09-21
1421,2858,COMPLETED,2024-11-23
503,3613,STARTED,2024-01-03
19,4585,STARTED,2023-09-06
81,3848,COMPLETED,2024-11-10
1,2083,NOT_STARTED,2023-10-04
562,2762,STARTED,2024-04-07
751,3063,NOT_STARTED,2023-08-29
946,606,NOT_STARTED,2024-06-17
945,2045,COMPLETED,2024-12-26
1294,2720,COMPLETED,2024-09-21
212,1337,NOT_STARTED,2024-01-10
1495,3696,STARTED,2023-12-13
824,3775,COMPLETED,2023-07-05
501,3654,COMPLETED,2024-08-09
426,2113,STARTED,2023-12-12
995,3837,STARTED,2023-12-02
1201,2899,NOT_STARTED,2024-07-27
894,4407,COMPLETED,2023-06-22
1996,3488,STARTED,2024-06-20
1257,4260,COMPLETED,2023-09-18
1704,4777,COMPLETED,2023-06-26
1112,4455,STARTED,2024-04-26
223,2944,STARTED,2024-01-06
913,2177,NOT_STARTED,2023-07-07
1766,3652,STARTED,2024-06-04
1149,1740,STARTED,2023-09-27
418,3355,COMPLETED,2024-01-08
1709,2115,COMPLETED,2023-09-27
297,376,COMPLETED,2024-12-21
1915,3872,STARTED,2024-03-07
1707,704,COMPLETED,2023-11-28
653,2365,NOT_STARTED,2024-05-21
186,2877,STARTED,2024-11-10
140,876,STARTED,2023-12-03
1713,2471,NOT_STARTED,2024-12-01
1591,2367,STARTED,2024-11-11
768,4359,COMPLETED,2024-08-08
1125,3278,NOT_STARTED,2024-01-08
123,1853,STARTED,2023-11-25
324,608,COMPLETED,2023-10-07
20,2004,NOT_STARTED,2023-12-01
1555,1636,COMPLETED,2024-10-15
140,2472,NOT_STARTED,2024-12-07
904,3649,STARTED,2024-11-10
1712,4262,NOT_STARTED,2024-06-23
430,442,COMPLETED,2023-06-07
299,3783,COMPLETED,2024-01-11
1176,4725,STARTED,2024-06-15
1533,4142,COMPLETED,2024-05-31
551,673,NOT_STARTED,2023-08-13
95,783,STARTED,2023-09-16
848,4214,COMPLETED,2024-10-24
1493,3188,COMPLETED,2024-02-17
1871,2024,STARTED,2024-01-30
1156,596,COMPLETED,2024-03-21
1277,2341,STARTED,2024-08-19
1147,4699,COMPLETED,2024-11-22
1082,4431,STARTED,2024-09-05
1330,2731,COMPLETED,2024-02-28
1953,2039,COMPLETED,2023-11-05
253,4126,COMPLETED,2024-08-09
50,2074,NOT_STARTED,2023-11-05
636,2711,COMPLETED,2024-11-28
348,3240,COMPLETED,2024-02-19
1634,4351,NOT_STARTED,2024-04-30
576,1985,STARTED,2023-08-28
676,456,NOT_STARTED,2023-09-25
1632,1645,NOT_STARTED,2024-09-26
1295,4867,NOT_STARTED,2024-11-30
371,2931,NOT_STARTED,2023-11-29
724,706,STARTED,2023-11-27
1086,1639,COMPLETED,2024-02-01
724,4065,COMPLETED,2024-03-01
376,2420,COMPLETED,2024-09-20
1629,838,STARTED,2023-09-10
1794,3509,COMPLETED,2023-09-30
1011,622,STARTED,2024-12-17
451,4634,STARTED,2023-07-13
642,1449,NOT_STARTED,2024-12-04
1581,100,STARTED,2024-07-19
409,3178,NOT_STARTED,2024-08-04
666,2665,STARTED,2024-12-30
258,1904,COMPLETED,2024-10-30
1835,828,NOT_STARTED,2024-08-21
688,388,STARTED,2024-11-20
603,2563,COMPLETED,2024-10-03
1118,4670,COMPLETED,2024-06-02
666,1235,NOT_STARTED,2024-05-24
784,734,COMPLETED,2023-07-13
1306,3879,COMPLETED,2024-08-29
280,2537,STARTED,2024-11-03
1161,4289,STARTED,2023-08-06
625,4019,STARTED,2024-08-24
381,3286,COMPLETED,2023-07-07
1948,4372,COMPLETED,2023-10-09
1828,1484,NOT_STARTED,2023-09-17
387,3619,NOT_STARTED,2023-11-13
1312,4894,STARTED,2024-09-04
1108,2656,STARTED,2023-09-25
125,1427,STARTED,2024-05-07
914,1236,NOT_STARTED,2024-03-19
1072,1346,NOT_STARTED,2024-12-06
1300,4085,COMPLETED,2023-06-21
1463,1631,COMPLETED,2023-09-25
1819,3939,STARTED,2023-09-20
1172,4907,STARTED,2023-08-27
498,4662,STARTED,2024-07-20
122,4198,STARTED,2024-09-13
714,1677,STARTED,2023-12-06
255,192,COMPLETED,2024-10-26
946,239,STARTED,2024-07-29
189,3989,NOT_STARTED,2024-09-19
1200,886,STARTED,2023-12-11
1862,2521,COMPLETED,2024-10-10
1601,3173,NOT_STARTED,2024-02-09
1893,4851,COMPLETED,2024-04-18
1412,4781,COMPLETED,2024-04-01
1960,4943,COMPLETED,2023-12-11
1738,4504,COMPLETED,2024-03-08
115,2718,NOT_STARTED,2024-06-27
1884,4429,STARTED,2024-01-03
615,4069,COMPLETED,2024-07-05
844,1323,COMPLETED,2024-12-20
962,762,STARTED,2023-09-30
1144,3234,NOT_STARTED,2024-08-05
1392,3122,NOT_STARTED,2024-08-20
1098,3343,STARTED,2023-12-21
1629,265,NOT_STARTED,2024-05-18
541,1099,NOT_STARTED,2024-01-09
1966,1653,STARTED,2024-08-24
723,2041,STARTED,2024-10-08
224,2810,NOT_STARTED,2024-07-22
1503,1424,COMPLETED,2023-07-15
1828,3984,STARTED,2023-12-25
13,2879,NOT_STARTED,2023-11-15
151,3515,COMPLETED,2024-02-13
1866,1107,STARTED,2024-09-15
1162,2773,STARTED,2024-01-19
1647,2608,STARTED,2024-08-05
818,2157,NOT_STARTED,2024-02-16
637,1592,NOT_STARTED,2024-01-04
1438,4007,COMPLETED,2023-11-19
523,3007,STARTED,2024-03-07
1195,2157,COMPLETED,2023-10-15
15,1104,COMPLETED,2024-07-14
222,2420,STARTED,2024-11-23
203,2977,NOT_STARTED,2023-07-08
473,3577,COMPLETED,2024-05-28
527,1029,NOT_STARTED,2024-10-12
565,4045,COMPLETED,2023-07-03
90,2301,COMPLETED,2024-08-01
1351,1496,STARTED,2024-01-27
1253,1522,COMPLETED,2024-10-19
1033,4018,COMPLETED,2024-09-25
1481,4681,NOT_STARTED,2023-10-05
353,3803,NOT_STARTED,2024-11-14
508,1846,STARTED,2023-09-15
655,3479,STARTED,2024-01-13
1352,4932,STARTED,2024-12-26
1018,4566,STARTED,2023-09-13
1635,2789,NOT_STARTED,2023-06-22
1600,849,COMPLETED,2023-10-13
644,3248,NOT_STARTED,2023-11-14
1084,1035,COMPLETED,2024-05-31
670,2920,NOT_STARTED,2023-11-04
217,3250,COMPLETED,2023-08-01
1998,3336,STARTED,2024-02-02
922,826,COMPLETED,2024-08-27
1873,3016,STARTED,2024-06-15
1398,3218,COMPLETED,2024-10-18
1993,3629,COMPLETED,2024-10-17
57,4910,NOT_STARTED,2024-12-15
1660,1336,NOT_STARTED,2023-10-14
92,3744,NOT_STARTED,2024-12-18
1549,1168,STARTED,2024-01-30
1811,2302,STARTED,2024-12-23
1218,4672,STARTED,2024-10-10
1372,3929,COMPLETED,2023-12-22
876,58,COMPLETED,2023-12-02
1595,2804,STARTED,2023-06-12
44,3323,COMPLETED,2023-11-10
2,547,NOT_STARTED,2024-02-28
1781,3221,STARTED,2024-01-01
944,4871,COMPLETED,2023-09-10
1540,3076,COMPLETED,2024-06-18
31,2754,STARTED,2023-09-10
831,996,STARTED,2024-10-27
610,718,NOT_STARTED,2024-01-11
400,3904,COMPLETED,2024-11-30
76,728,STARTED,2023-08-02
1835,504,STARTED,2024-10-24
1922,3315,COMPLETED,2024-02-29
1150,1450,NOT_STARTED,2023-07-02
330,3672,STARTED,2023-10-28
424,3704,STARTED,2024-11-20
77,983,NOT_STARTED,2024-09-18
1987,4105,COMPLETED,2024-07-10
1836,2644,COMPLETED,2024-11-15
973,1241,NOT_STARTED,2023-10-09
61,3032,COMPLETED,2024-10-08
1882,1589,STARTED,2023-07-12
1978,4947,NOT_STARTED,2024-04-21
1186,3447,NOT_STARTED,2024-12-01
80,4268,COMPLETED,2024-01-13
910,104,COMPLETED,2024-02-15
864,2765,COMPLETED,2024-01-15
1055,3793,NOT_STARTED,2024-07-27
534,3886,STARTED,2024-12-04
1268,646,STARTED,2023-07-28
835,4002,STARTED,2024-05-07
443,4318,NOT_STARTED,2024-04-06
1409,3774,COMPLETED,2024-12-12
448,4557,NOT_STARTED,2023-07-01
645,3371,STARTED,2023-06-02
119,1505,COMPLETED,2024-10-15
1532,1037,STARTED,2024-09-09
1464,4744,COMPLETED,2023-07-22
183,1371,COMPLETED,2024-09-22
1559,3120,NOT_STARTED,2024-07-03
1524,2615,STARTED,2024-08-12
488,2304,STARTED,2023-07-27
415,4284,STARTED,2023-12-09
1494,2799,STARTED,2024-08-07
732,1316,COMPLETED,2024-07-02
1891,129,STARTED,2024-11-27
1478,917,NOT_STARTED,2023-11-18
1116,3918,STARTED,2024-06-09
923,3395,COMPLETED,2023-12-08
1633,887,STARTED,2024-08-10
1872,3555,NOT_STARTED,2024-03-11
686,323,COMPLETED,2024-08-02
1373,2197,COMPLETED,2024-07-05
866,1758,COMPLETED,2024-08-07
1457,4257,STARTED,2024-05-19
1771,805,COMPLETED,2024-08-20
1815,1765,COMPLETED,2023-09-21
1027,3908,NOT_STARTED,2023-06-16
249,1739,COMPLETED,2024-07-14
76,1950,STARTED,2024-02-27
550,1665,STARTED,2024-08-03
881,1257,STARTED,2024-11-15
1227,3536,STARTED,2023-11-24
344,3320,STARTED,2023-06-22
1392,2245,COMPLETED,2024-11-28
651,4566,STARTED,2024-12-16
1470,3132,STARTED,2023-10-28
612,726,NOT_STARTED,2023-08-04
399,2501,NOT_STARTED,2024-02-20
729,2176,STARTED,2024-05-23
536,2890,STARTED,2023-08-26
639,250,COMPLETED,2024-02-01
1617,3572,COMPLETED,2024-03-16
1335,1581,STARTED,2023-10-07
332,4550,COMPLETED,2023-10-05
159,3301,STARTED,2024-02-11
663,238,NOT_STARTED,2024-02-20
1566,735,STARTED,2024-09-17
877,1782,COMPLETED,2024-04-02
165,4751,NOT_STARTED,2024-12-05
294,3430,COMPLETED,2024-11-23
321,4388,NOT_STARTED,2024-05-24
540,4956,COMPLETED,2023-10-08
1626,56,COMPLETED,2024-08-15
311,2645,COMPLETED,2023-10-07
231,2200,COMPLETED,2023-09-28
1942,392,NOT_STARTED,2024-02-21
486,1759,NOT_STARTED,2024-12-12
1406,4039,STARTED,2024-01-06
216,4119,COMPLETED,2024-06-20
1074,4778,STARTED,2024-09-16
160,2897,STARTED,2024-12-21
1728,616,COMPLETED,2024-01-06
648,3388,NOT_STARTED,2024-12-16
3,4198,NOT_STARTED,2023-08-08
1559,2133,NOT_STARTED,2024-05-06
240,3002,NOT_STARTED,2023-11-06
550,2274,NOT_STARTED,2024-03-24
898,1078,STARTED,2024-07-15
1228,1100,STARTED,2024-12-12
1008,19,NOT_STARTED,2023-06-06
1061,2522,NOT_STARTED,2024-03-22
1042,1333,NOT_STARTED,2024-02-08
1774,65,STARTED,2024-01-09
704,1212,COMPLETED,2023-08-25
404,2956,STARTED,2024-06-03
394,3258,STARTED,2024-05-13
1096,1081,COMPLETED,2024-01-05
1264,3836,COMPLETED,2024-11-13
509,2769,STARTED,2024-06-22
237,2311,NOT_STARTED,2023-08-21
941,4369,NOT_STARTED,2024-05-15
1777,726,NOT_STARTED,2024-08-06
1815,4879,COMPLETED,2024-04-28
1798,758,NOT_STARTED,2024-05-28
1438,409,STARTED,2024-10-06
1472,2368,NOT_STARTED,2024-11-15
437,364,COMPLETED,2023-08-30
1838,698,COMPLETED,2023-08-21
410,1303,STARTED,2023-10-06
1315,862,COMPLETED,2024-03-23
1168,2207,COMPLETED,2023-12-01
1392,968,STARTED,2024-05-06
700,4702,COMPLETED,2024-04-05
272,196,COMPLETED,2024-05-14
1540,593,COMPLETED,2023-09-14
1989,3473,COMPLETED,2024-03-27
135,3352,NOT_STARTED,2023-07-11
1835,3528,NOT_STARTED,2024-05-26
772,782,COMPLETED,2024-11-02
1806,3531,NOT_STARTED,2023-10-01
1324,4346,COMPLETED,2023-08-26
914,4989,STARTED,2023-11-05
1642,886,NOT_STARTED,2023-09-19
740,3549,STARTED,2024-03-11
86,1486,NOT_STARTED,2024-03-09
770,3943,COMPLETED,2024-06-27
1277,4278,STARTED,2023-09-23
256,2816,NOT_STARTED,2024-03-01
1616,21,COMPLETED,2023-06-06
538,635,NOT_STARTED,2024-08-25
737,2293,COMPLETED,2024-02-22
1436,1534,NOT_STARTED,2023-12-09
147,786,COMPLETED,2024-02-18
1415,1565,NOT_STARTED,2024-03-18
439,129,STARTED,2023-12-25
1861,2643,NOT_STARTED,2024-12-19
569,535,STARTED,2023-08-06
1720,2841,NOT_STARTED,2023-06-24
1364,3925,COMPLETED,2024-12-11
1822,1619,NOT_STARTED,2023-06-23
456,825,STARTED,2024-09-29
1213,714,NOT_STARTED,2023-12-30
1061,3417,NOT_STARTED,2024-12-26
360,2209,NOT_STARTED,2024-07-14
890,969,STARTED,2023-10-01
1714,1565,NOT_STARTED,2024-05-21
867,515,NOT_STARTED,2024-09-06
1415,1133,NOT_STARTED,2023-09-01
561,3157,COMPLETED,2023-07-22
1687,823,STARTED,2024-10-22
534,4658,COMPLETED,2024-02-16
235,3810,STARTED,2023-08-10
1565,747,STARTED,2024-06-09
1715,2310,NOT_STARTED,2024-09-03
903,3111,NOT_STARTED,2024-05-16
640,2094,COMPLETED,2024-01-02
469,99,NOT_STARTED,2023-11-21
401,1097,COMPLETED,2023-09-01
899,3028,NOT_STARTED,2024-10-02
713,1465,STARTED,2023-07-07
942,387,NOT_STARTED,2024-12-20
302,3742,STARTED,2023-06-10
1590,4739,COMPLETED,2024-05-26
1557,2173,COMPLETED,2023-06-12
102,3493,STARTED,2024-09-06
1210,902,NOT_STARTED,2023-11-02
1810,2993,NOT_STARTED,2024-04-09
1566,2236,STARTED,2023-06-24
682,2304,STARTED,2023-10-19
1188,3558,NOT_STARTED,2024-06-09
1084,494,COMPLETED,2024-12-09
1838,2692,STARTED,2024-08-22
1034,1468,STARTED,2024-11-01
1166,3969,NOT_STARTED,2023-09-08
1654,1341,COMPLETED,2024-05-28
1106,135,NOT_STARTED,2023-09-21
451,2784,COMPLETED,2023-07-22
117,2438,COMPLETED,2024-09-04
1404,3130,STARTED,2023-10-26
16,1616,STARTED,2024-09-01
1490,2948,STARTED,2023-08-10
1366,3975,COMPLETED,2023-11-28
1689,1891,NOT_STARTED,2024-01-28
54,962,COMPLETED,2024-12-01
1456,257,NOT_STARTED,2024-09-10
882,826,COMPLETED,2024-08-29
1095,975,COMPLETED,2024-03-24
804,3381,STARTED,2024-07-01
1365,3458,STARTED,2023-09-30
1537,1653,COMPLETED,2023-06-19
1691,541,NOT_STARTED,2024-03-30
1061,936,STARTED,2023-10-05
1255,1431,STARTED,2023-06-13
1982,1862,STARTED,2024-11-16
280,4013,STARTED,2024-07-25
1411,147,COMPLETED,2024-01-14
1760,4760,NOT_STARTED,2024-10-23
1733,1952,NOT_STARTED,2024-10-05
1001,3269,NOT_STARTED,2024-11-15
360,2934,STARTED,2024-09-16
1254,929,STARTED,2023-09-23
1432,359,COMPLETED,2024-08-01
513,2812,NOT_STARTED,2023-12-15
1607,124,STARTED,2024-10-08
1352,3962,NOT_STARTED,2024-08-21
894,3419,NOT_STARTED,2024-05-11
1063,1977,NOT_STARTED,2023-12-29
83,2033,STARTED,2024-06-06
448,2951,STARTED,2023-10-16
672,2742,STARTED,2024-05-18
1722,132,COMPLETED,2024-02-09
817,1157,STARTED,2024-03-05
20,4488,COMPLETED,2024-12-15
213,1274,STARTED,2023-08-08
1928,2474,COMPLETED,2024-01-26
477,4129,NOT_STARTED,2023-08-12
131,732,NOT_STARTED,2023-09-30
671,4032,NOT_STARTED,2023-07-03
1854,1695,NOT_STARTED,2023-07-06
10,469,NOT_STARTED,2024-10-30
111,3931,STARTED,2024-03-08
1307,1164,STARTED,2023-07-08
1532,4342,COMPLETED,2023-06-25
662,820,NOT_STARTED,2023-07-04
1753,4353,COMPLETED,2023-09-21
1188,236,COMPLETED,2024-09-24
899,3240,NOT_STARTED,2023-11-29
1044,2933,NOT_STARTED,2024-06-14
1863,3030,COMPLETED,2024-05-30
1352,4155,NOT_STARTED,2023-09-04
1355,4103,STARTED,2023-10-19
355,1804,NOT_STARTED,2024-03-28
874,4046,STARTED,2024-07-19
1363,4346,STARTED,2024-04-04
1198,3224,COMPLETED,2023-08-11
727,2072,NOT_STARTED,2024-05-27
1011,1025,NOT_STARTED,2024-10-01
620,4508,STARTED,2023-12-30
1578,536,NOT_STARTED,2023-06-15
1353,4223,NOT_STARTED,2023-12-23
409,2057,COMPLETED,2024-01-21
503,1541,COMPLETED,2023-12-10
163,4034,STARTED,2023-08-13
485,3623,COMPLETED,2024-03-22
1227,4276,NOT_STARTED,2023-07-22
1435,3283,NOT_STARTED,2024-04-10
1986,1336,NOT_STARTED,2023-12-31
1036,2178,COMPLETED,2024-07-29
12,4594,COMPLETED,2023-09-27
1594,1051,STARTED,2023-08-13
1889,3354,NOT_STARTED,2023-07-06
1819,1790,NOT_STARTED,2024-02-13
1493,4193,STARTED,2024-03-14
416,4833,NOT_STARTED,2024-11-08
464,3853,NOT_STARTED,2024-07-15
950,1049,STARTED,2024-05-08
1821,2066,COMPLETED,2024-12-26
166,2483,COMPLETED,2023-08-11
1,322,NOT_STARTED,2023-11-25
1202,4442,NOT_STARTED,2024-06-02
1582,4213,NOT_STARTED,2023-11-29
1204,4746,COMPLETED,2023-07-02
1928,2199,NOT_STARTED,2024-04-05
743,3086,NOT_STARTED,2024-11-21
1499,936,COMPLETED,2023-12-03
916,3189,NOT_STARTED,2024-03-20
1950,1863,COMPLETED,2024-04-02
1732,171,STARTED,2024-05-19
1141,1952,STARTED,2024-04-12
1818,3400,COMPLETED,2023-09-18
139,1289,COMPLETED,2024-10-07
