enrollment_id,enrollment_date,enrollment_status,user_id,course_id
66,2023-03-29,ACTIVE,2904,16
67,2023-04-30,INACTIVE,1091,147
68,2023-07-27,INACTIVE,1650,95
69,2023-06-10,INACTIVE,2685,150
70,2024-04-20,INACTIVE,599,152
71,2024-01-20,ACTIVE,3231,30
72,2024-09-12,ACTIVE,2365,35
73,2023-01-26,ACTIVE,1742,136
74,2024-04-30,COMPLETED,397,196
75,2024-03-25,INACTIVE,365,30
76,2024-02-10,ACTIVE,2406,79
77,2023-10-31,COMPLETED,4418,57
78,2024-08-11,ACTIVE,3075,68
79,2023-11-28,ACTIVE,3993,191
80,2023-07-27,ACTIVE,3734,141
81,2023-08-16,ACTIVE,1082,53
82,2023-08-20,INACTIVE,2613,175
83,2024-01-22,ACTIVE,4904,128
84,2023-10-21,ACTIVE,845,126
85,2024-10-14,ACTIVE,245,193
86,2023-04-18,INACTIVE,3708,90
87,2023-10-14,COMPLETED,873,98
88,2024-01-29,COMPLETED,3346,178
89,2023-07-11,ACTIVE,4733,144
90,2024-04-09,COMPLETED,4994,184
91,2023-05-14,INACTIVE,1579,166
92,2023-02-02,ACTIVE,4335,101
93,2024-12-13,COMPLETED,4307,75
94,2024-01-04,INACTIVE,3385,56
95,2024-11-13,ACTIVE,2915,168
96,2023-03-09,COMPLETED,558,37
97,2024-08-03,ACTIVE,4918,172
98,2024-08-29,COMPLETED,2151,174
99,2023-05-13,INACTIVE,4831,90
100,2024-08-13,INACTIVE,1568,87
101,2023-03-27,COMPLETED,1939,2
102,2023-10-06,COMPLETED,3176,94
103,2023-12-11,COMPLETED,3998,15
104,2024-01-05,COMPLETED,2376,66
105,2023-04-13,INACTIVE,4813,146
106,2023-03-14,ACTIVE,2565,38
107,2024-10-17,ACTIVE,1121,10
108,2024-11-13,INACTIVE,4132,140
109,2024-04-07,ACTIVE,14,162
110,2024-10-12,INACTIVE,2023,191
111,2023-05-15,ACTIVE,182,74
112,2023-01-07,ACTIVE,1157,26
113,2024-07-08,INACTIVE,2346,105
114,2023-12-29,ACTIVE,4987,121
115,2023-03-03,COMPLETED,663,11
116,2024-03-17,INACTIVE,2330,142
117,2023-12-22,COMPLETED,2455,45
118,2024-03-19,COMPLETED,2713,182
119,2023-05-26,ACTIVE,4238,99
120,2023-02-26,COMPLETED,1355,159
121,2023-10-18,ACTIVE,2640,69
122,2023-01-19,INACTIVE,3769,23
123,2023-08-08,COMPLETED,3136,128
124,2023-08-10,COMPLETED,1177,159
125,2024-08-10,ACTIVE,3371,194
126,2024-01-25,INACTIVE,3815,3
127,2024-05-19,ACTIVE,4230,166
128,2024-06-21,COMPLETED,1969,86
129,2024-10-09,COMPLETED,1540,144
130,2024-04-18,INACTIVE,2735,22
131,2023-11-08,INACTIVE,1137,14
132,2023-02-10,INACTIVE,3958,6
133,2024-12-15,ACTIVE,4269,51
134,2023-05-13,INACTIVE,3660,101
135,2024-01-06,INACTIVE,2038,44
136,2023-06-11,INACTIVE,1748,140
137,2024-07-25,ACTIVE,2515,56
138,2024-02-09,ACTIVE,1278,179
139,2023-03-01,INACTIVE,1045,87
140,2024-06-26,ACTIVE,1706,78
141,2024-11-27,COMPLETED,3732,61
142,2023-01-03,ACTIVE,1122,60
143,2023-09-20,INACTIVE,2131,106
144,2023-01-31,ACTIVE,3955,94
145,2024-09-08,INACTIVE,4344,15
146,2024-07-08,INACTIVE,2418,22
147,2023-08-06,COMPLETED,1356,16
148,2023-02-14,ACTIVE,4055,27
149,2023-10-04,ACTIVE,161,71
150,2024-01-08,ACTIVE,1785,10
151,2023-02-24,COMPLETED,4784,139
152,2023-09-18,ACTIVE,4813,62
153,2024-12-14,ACTIVE,4751,105
154,2024-06-25,INACTIVE,450,187
155,2023-10-26,COMPLETED,3312,129
156,2024-01-18,INACTIVE,4315,101
157,2023-11-07,ACTIVE,4272,172
158,2023-07-09,INACTIVE,1334,90
159,2024-06-19,INACTIVE,3604,100
160,2024-01-11,COMPLETED,3831,86
161,2023-10-28,INACTIVE,3562,197
162,2023-06-29,INACTIVE,1160,149
163,2023-01-24,ACTIVE,4045,88
164,2023-05-30,INACTIVE,4940,54
165,2024-02-22,INACTIVE,1069,182
166,2023-10-14,ACTIVE,2558,157
167,2023-06-27,ACTIVE,1533,196
168,2023-03-01,COMPLETED,3477,99
169,2023-07-15,COMPLETED,2911,45
170,2024-09-15,COMPLETED,839,71
171,2024-12-06,INACTIVE,3688,20
172,2023-01-23,COMPLETED,1488,192
173,2023-11-22,INACTIVE,1822,171
174,2024-09-29,ACTIVE,4086,116
175,2023-09-17,ACTIVE,985,46
176,2023-09-09,COMPLETED,2375,151
177,2023-08-07,INACTIVE,3140,183
178,2023-08-23,ACTIVE,1201,194
179,2024-10-16,INACTIVE,4018,87
180,2024-04-23,ACTIVE,1672,56
181,2024-04-24,COMPLETED,2438,124
182,2023-03-05,COMPLETED,3537,56
183,2024-07-03,INACTIVE,3559,82
184,2024-04-09,INACTIVE,4173,37
185,2024-10-06,INACTIVE,2918,77
186,2023-12-20,COMPLETED,4807,18
187,2024-05-16,ACTIVE,4541,146
188,2023-09-08,COMPLETED,234,164
189,2024-06-06,INACTIVE,4028,193
190,2023-10-02,COMPLETED,4322,27
191,2023-05-10,COMPLETED,2556,164
192,2023-07-24,INACTIVE,4293,182
193,2024-02-24,ACTIVE,4360,120
194,2023-11-17,ACTIVE,173,118
195,2023-03-22,ACTIVE,2596,102
196,2023-12-28,INACTIVE,2844,198
197,2024-05-20,INACTIVE,794,12
198,2024-07-12,ACTIVE,4876,161
199,2024-02-16,COMPLETED,4608,134
200,2023-03-30,INACTIVE,3123,27
201,2024-09-14,ACTIVE,4545,136
202,2023-03-15,COMPLETED,526,125
203,2023-05-10,COMPLETED,4119,113
204,2023-03-23,COMPLETED,3738,3
205,2024-06-03,ACTIVE,1525,107
206,2024-02-20,ACTIVE,958,92
207,2023-03-03,INACTIVE,2137,48
208,2024-10-16,ACTIVE,398,96
209,2024-10-01,INACTIVE,791,104
210,2023-01-11,INACTIVE,3420,157
211,2023-12-08,ACTIVE,2177,64
212,2023-05-09,COMPLETED,3322,142
213,2023-11-01,COMPLETED,551,155
214,2024-08-18,COMPLETED,3666,22
215,2023-05-15,COMPLETED,11,178
216,2024-05-23,COMPLETED,2026,45
217,2024-12-14,INACTIVE,864,9
218,2023-12-15,INACTIVE,2019,33
219,2023-05-24,ACTIVE,2994,160
220,2023-02-06,ACTIVE,1483,62
221,2024-09-19,COMPLETED,2452,131
222,2024-02-24,COMPLETED,504,84
223,2023-03-25,INACTIVE,2059,53
224,2023-03-22,COMPLETED,1128,199
225,2024-10-31,INACTIVE,471,166
226,2023-03-10,ACTIVE,3237,54
227,2024-01-31,COMPLETED,4301,178
228,2024-10-29,ACTIVE,3727,5
229,2024-05-21,COMPLETED,4640,138
230,2023-01-21,COMPLETED,1715,90
231,2023-10-30,INACTIVE,2618,78
232,2024-07-14,ACTIVE,1553,28
233,2023-06-02,INACTIVE,1822,25
234,2023-01-04,COMPLETED,2395,114
235,2023-07-17,INACTIVE,4753,128
236,2024-01-02,COMPLETED,847,61
237,2023-10-12,COMPLETED,176,88
238,2024-02-26,INACTIVE,52,116
239,2024-10-27,COMPLETED,3956,29
240,2023-05-14,COMPLETED,3151,178
241,2023-07-16,INACTIVE,4812,70
242,2023-04-24,ACTIVE,4492,177
243,2023-12-08,ACTIVE,723,76
244,2024-10-27,ACTIVE,2306,142
245,2023-01-24,INACTIVE,3839,35
246,2023-12-22,COMPLETED,4358,65
247,2023-12-04,COMPLETED,4244,71
248,2023-07-01,ACTIVE,2469,14
249,2024-05-10,INACTIVE,1324,114
250,2023-04-09,COMPLETED,48,34
251,2024-03-20,INACTIVE,446,109
252,2023-07-01,INACTIVE,1037,86
253,2023-10-18,INACTIVE,4839,50
254,2023-05-06,COMPLETED,2221,90
255,2024-02-20,INACTIVE,4824,10
256,2024-10-18,ACTIVE,4005,77
257,2023-01-08,COMPLETED,536,188
258,2024-03-01,ACTIVE,1576,4
259,2023-07-24,COMPLETED,2267,76
260,2023-01-20,COMPLETED,4014,27
261,2023-06-21,INACTIVE,4251,66
262,2023-12-21,INACTIVE,3641,187
263,2024-04-16,ACTIVE,1518,59
264,2024-12-05,INACTIVE,2766,54
265,2023-05-09,INACTIVE,4633,117
266,2024-06-16,COMPLETED,4273,108
267,2024-10-27,COMPLETED,4176,167
268,2023-06-15,INACTIVE,1588,43
269,2023-01-27,ACTIVE,1812,87
270,2024-04-01,INACTIVE,1491,115
271,2024-08-16,ACTIVE,3241,164
272,2024-06-14,INACTIVE,1577,59
273,2023-08-13,INACTIVE,4032,29
274,2024-06-24,INACTIVE,78,87
275,2023-12-10,ACTIVE,4023,187
276,2023-03-26,COMPLETED,1333,47
277,2023-02-16,ACTIVE,1313,186
278,2024-10-11,ACTIVE,2502,4
279,2023-10-15,ACTIVE,1760,170
280,2023-08-20,COMPLETED,387,49
281,2024-10-17,ACTIVE,4465,123
282,2024-01-17,ACTIVE,4531,78
283,2023-02-25,ACTIVE,2941,9
284,2024-11-10,COMPLETED,795,81
285,2024-07-10,ACTIVE,3370,62
286,2024-03-01,COMPLETED,3301,97
287,2023-07-13,INACTIVE,2293,164
288,2024-01-20,COMPLETED,2776,130
289,2023-03-14,COMPLETED,2492,158
290,2024-07-09,COMPLETED,4727,123
291,2023-04-27,ACTIVE,2631,178
292,2023-11-19,COMPLETED,2537,76
293,2024-12-13,ACTIVE,2628,64
294,2024-05-24,INACTIVE,4887,100
295,2023-11-19,COMPLETED,1556,126
296,2024-07-08,ACTIVE,2553,40
297,2024-10-24,COMPLETED,727,129
298,2024-02-08,ACTIVE,4304,169
299,2024-02-14,ACTIVE,3257,108
300,2023-07-09,COMPLETED,1998,77
301,2023-03-25,ACTIVE,285,155
302,2023-04-26,INACTIVE,2779,67
303,2023-10-30,COMPLETED,4184,45
304,2023-01-06,INACTIVE,3805,117
305,2024-08-10,ACTIVE,2123,171
306,2024-11-22,INACTIVE,579,173
307,2024-01-16,COMPLETED,259,110
308,2024-02-11,INACTIVE,2215,127
309,2024-03-10,INACTIVE,784,47
310,2023-01-18,INACTIVE,2241,153
311,2023-12-23,ACTIVE,2921,58
312,2023-09-12,INACTIVE,1641,132
313,2023-06-18,COMPLETED,2996,106
314,2023-11-06,COMPLETED,1771,57
315,2024-03-08,INACTIVE,4921,84
316,2024-12-10,COMPLETED,890,86
317,2024-12-22,ACTIVE,1258,40
318,2023-11-03,INACTIVE,432,153
319,2023-12-17,COMPLETED,3286,10
320,2024-02-23,COMPLETED,3498,115
321,2024-03-19,ACTIVE,2983,172
322,2024-08-01,COMPLETED,1375,70
323,2023-11-02,INACTIVE,1790,59
324,2024-01-27,INACTIVE,800,80
325,2024-08-18,COMPLETED,4752,99
326,2024-08-24,ACTIVE,1677,131
327,2023-06-18,COMPLETED,3045,173
328,2024-10-20,COMPLETED,827,74
329,2023-08-07,INACTIVE,1833,122
330,2023-02-18,COMPLETED,1308,157
331,2023-03-24,COMPLETED,1841,22
332,2024-11-06,COMPLETED,3202,177
333,2024-12-07,INACTIVE,3456,115
334,2024-04-03,COMPLETED,2160,200
335,2024-04-06,ACTIVE,3579,135
336,2024-04-13,ACTIVE,1075,1
337,2023-04-10,INACTIVE,4358,23
338,2023-04-28,COMPLETED,2075,65
339,2024-02-08,COMPLETED,4494,37
340,2023-03-26,COMPLETED,4081,172
341,2023-02-28,COMPLETED,3826,176
342,2023-08-22,COMPLETED,934,88
343,2024-11-20,INACTIVE,4682,143
344,2023-12-26,INACTIVE,2197,6
345,2023-03-08,COMPLETED,633,148
346,2023-11-03,COMPLETED,4799,150
347,2024-10-10,INACTIVE,4929,137
348,2024-05-07,INACTIVE,995,32
349,2023-03-23,INACTIVE,1382,100
350,2024-03-30,INACTIVE,1074,37
351,2024-01-02,ACTIVE,234,76
352,2024-06-20,COMPLETED,1375,43
353,2024-08-02,COMPLETED,2696,129
354,2024-04-16,ACTIVE,1792,167
355,2023-02-20,COMPLETED,4585,30
356,2024-04-08,COMPLETED,1933,89
357,2023-03-31,COMPLETED,2262,58
358,2023-02-07,ACTIVE,4641,30
359,2024-08-19,ACTIVE,2551,166
360,2023-02-07,ACTIVE,2091,103
361,2024-10-03,INACTIVE,1235,139
362,2024-11-01,COMPLETED,2127,171
363,2024-10-17,INACTIVE,4710,186
364,2023-08-22,ACTIVE,1464,103
365,2024-06-08,ACTIVE,2744,14
366,2024-03-21,INACTIVE,65,142
367,2023-10-02,COMPLETED,3624,14
368,2024-08-15,INACTIVE,1060,189
369,2023-01-19,ACTIVE,3678,154
370,2024-11-17,ACTIVE,2640,72
371,2023-06-03,COMPLETED,3174,70
372,2023-08-16,INACTIVE,4328,41
373,2023-10-14,COMPLETED,4658,129
374,2024-02-12,COMPLETED,4119,125
375,2024-03-04,INACTIVE,645,138
376,2023-10-17,ACTIVE,4247,178
377,2023-06-02,ACTIVE,1440,21
378,2024-01-24,ACTIVE,2308,146
379,2024-10-20,ACTIVE,2869,155
380,2024-12-23,INACTIVE,4094,11
381,2023-05-27,ACTIVE,1198,119
382,2024-02-05,INACTIVE,2737,36
383,2023-04-02,ACTIVE,1719,98
384,2024-06-30,INACTIVE,2014,133
385,2023-11-25,INACTIVE,474,182
386,2023-06-15,COMPLETED,841,111
387,2024-05-24,COMPLETED,4153,72
388,2024-05-30,INACTIVE,3062,78
389,2023-02-23,COMPLETED,367,190
390,2024-02-26,ACTIVE,3528,66
391,2024-08-10,COMPLETED,2187,97
392,2023-09-08,COMPLETED,2291,132
393,2023-02-15,ACTIVE,2888,104
394,2024-05-30,INACTIVE,3561,109
395,2024-02-28,INACTIVE,4538,195
396,2024-09-09,INACTIVE,3601,135
397,2023-05-21,INACTIVE,1891,188
398,2023-12-11,ACTIVE,3691,197
399,2023-08-21,COMPLETED,1714,11
400,2024-09-18,COMPLETED,3201,20
401,2023-05-09,INACTIVE,4614,54
402,2024-07-08,COMPLETED,177,64
403,2024-10-09,INACTIVE,3253,29
404,2023-10-20,ACTIVE,3592,165
405,2024-07-01,ACTIVE,1551,101
406,2024-06-21,ACTIVE,3682,189
407,2023-03-23,INACTIVE,1791,116
408,2024-03-19,INACTIVE,597,141
409,2023-01-22,INACTIVE,4409,140
410,2023-04-30,COMPLETED,2334,104
411,2023-09-15,INACTIVE,1201,11
412,2023-12-01,INACTIVE,2768,78
413,2024-02-04,ACTIVE,2602,112
414,2023-08-03,INACTIVE,3158,192
415,2024-07-19,COMPLETED,1598,181
416,2024-09-25,ACTIVE,929,54
417,2023-08-04,ACTIVE,1152,46
418,2023-07-07,ACTIVE,2328,194
419,2024-05-18,COMPLETED,465,60
420,2023-07-10,ACTIVE,4676,141
421,2024-07-04,INACTIVE,2476,165
422,2023-08-09,INACTIVE,4611,184
423,2023-04-05,ACTIVE,377,194
424,2023-12-10,INACTIVE,1899,52
425,2023-08-11,COMPLETED,4661,191
426,2024-04-27,COMPLETED,4050,162
427,2023-01-08,ACTIVE,2843,153
428,2023-05-13,COMPLETED,1465,154
429,2023-06-08,ACTIVE,1064,159
430,2023-08-03,INACTIVE,557,60
431,2023-10-20,INACTIVE,119,191
432,2024-12-31,ACTIVE,3886,69
433,2023-02-20,COMPLETED,4525,83
434,2023-10-31,COMPLETED,3871,181
435,2023-08-20,COMPLETED,642,21
436,2023-05-18,ACTIVE,1274,138
437,2024-03-08,COMPLETED,3371,149
438,2023-09-03,COMPLETED,2558,160
439,2024-03-19,COMPLETED,1211,198
440,2023-09-02,COMPLETED,1838,23
441,2023-01-20,COMPLETED,114,177
442,2024-07-29,ACTIVE,1787,64
443,2024-04-11,COMPLETED,1927,112
444,2024-02-19,ACTIVE,1628,180
445,2023-03-05,INACTIVE,2451,185
446,2024-02-28,ACTIVE,4088,173
447,2024-01-09,INACTIVE,4963,74
448,2023-11-24,COMPLETED,715,172
449,2023-04-24,COMPLETED,883,130
450,2024-02-12,COMPLETED,613,3
451,2023-10-23,COMPLETED,4994,155
452,2023-07-08,ACTIVE,1239,149
453,2024-09-27,INACTIVE,1933,17
454,2024-12-30,INACTIVE,4134,149
455,2023-08-04,COMPLETED,4282,149
456,2023-03-07,ACTIVE,1206,11
457,2024-06-14,COMPLETED,4584,154
458,2024-05-07,ACTIVE,615,2
459,2023-05-26,COMPLETED,1882,38
460,2024-03-26,COMPLETED,4078,77
461,2023-04-03,COMPLETED,1942,9
462,2023-05-07,ACTIVE,2532,69
463,2023-07-28,INACTIVE,4170,138
464,2023-06-05,INACTIVE,2208,65
465,2023-10-26,ACTIVE,2033,125
466,2023-11-04,ACTIVE,2185,154
467,2023-12-06,COMPLETED,4063,129
468,2024-05-26,ACTIVE,2154,122
469,2024-08-20,ACTIVE,1273,56
470,2024-10-17,ACTIVE,4153,172
471,2024-09-09,ACTIVE,669,15
472,2023-03-12,COMPLETED,3066,113
473,2023-10-27,COMPLETED,768,3
474,2024-08-29,INACTIVE,1967,190
475,2023-06-29,ACTIVE,4736,181
476,2023-01-29,COMPLETED,2542,24
477,2023-05-28,INACTIVE,1250,78
478,2024-09-13,COMPLETED,378,83
479,2023-04-19,ACTIVE,3196,53
480,2023-06-11,INACTIVE,3085,196
481,2023-10-16,ACTIVE,4591,76
482,2024-04-24,INACTIVE,4491,120
483,2024-02-29,ACTIVE,4424,157
484,2024-10-10,COMPLETED,3843,110
485,2023-07-11,COMPLETED,3588,180
486,2023-01-21,INACTIVE,3417,33
487,2024-08-23,INACTIVE,1394,197
488,2024-07-13,COMPLETED,3007,182
489,2023-04-06,COMPLETED,722,15
490,2023-02-18,COMPLETED,2529,17
491,2023-06-03,INACTIVE,239,135
492,2023-07-03,ACTIVE,4853,163
493,2023-12-19,ACTIVE,388,100
494,2024-02-28,COMPLETED,949,123
495,2023-05-02,INACTIVE,1320,84
496,2024-06-10,ACTIVE,1246,130
497,2024-09-15,INACTIVE,345,80
498,2023-10-08,INACTIVE,202,94
499,2024-01-18,ACTIVE,4620,7
500,2024-10-20,COMPLETED,4146,77
501,2023-12-09,COMPLETED,4808,190
502,2023-01-15,INACTIVE,714,122
503,2023-10-17,INACTIVE,1031,13
504,2024-06-20,INACTIVE,1726,6
505,2024-03-27,INACTIVE,4579,140
506,2023-08-18,ACTIVE,1040,99
507,2024-06-18,INACTIVE,1355,192
508,2023-08-27,ACTIVE,2422,30
509,2024-07-19,COMPLETED,1574,83
510,2024-11-30,ACTIVE,447,45
511,2024-05-06,COMPLETED,489,56
512,2023-01-29,ACTIVE,3905,4
513,2023-11-22,COMPLETED,1956,55
514,2023-12-05,ACTIVE,1142,51
515,2024-04-24,INACTIVE,3577,45
516,2024-01-14,INACTIVE,678,190
517,2024-06-27,ACTIVE,437,131
518,2024-02-07,ACTIVE,1371,130
519,2024-01-25,ACTIVE,2162,25
520,2023-12-16,INACTIVE,2553,58
521,2023-11-08,COMPLETED,1801,183
522,2024-10-25,COMPLETED,920,184
523,2023-06-04,INACTIVE,4121,147
524,2023-11-19,INACTIVE,2835,171
525,2024-03-06,COMPLETED,2346,167
526,2023-08-27,ACTIVE,2418,186
527,2023-10-06,ACTIVE,1889,15
528,2024-11-13,COMPLETED,1778,12
529,2023-03-25,COMPLETED,2777,141
530,2024-11-09,COMPLETED,970,93
531,2023-12-18,ACTIVE,2866,61
532,2024-09-08,ACTIVE,3522,33
533,2024-11-10,ACTIVE,2955,138
534,2023-10-10,COMPLETED,4887,153
535,2024-11-01,INACTIVE,517,146
536,2023-07-20,ACTIVE,1968,114
537,2023-06-30,COMPLETED,1751,18
538,2024-06-27,INACTIVE,1677,179
539,2024-02-17,COMPLETED,2891,87
540,2023-03-02,ACTIVE,2794,169
541,2024-10-15,COMPLETED,1121,3
542,2023-07-14,COMPLETED,148,96
543,2024-05-22,COMPLETED,2434,194
544,2023-06-06,INACTIVE,4724,179
545,2023-03-08,ACTIVE,4867,95
546,2023-10-14,INACTIVE,1509,200
547,2024-07-13,ACTIVE,2665,20
548,2023-04-12,INACTIVE,3029,153
549,2024-10-06,ACTIVE,3562,30
550,2023-09-29,ACTIVE,366,30
551,2024-06-02,ACTIVE,3715,151
552,2023-01-06,INACTIVE,2250,5
553,2024-12-04,COMPLETED,3644,20
554,2023-03-03,ACTIVE,3451,162
555,2023-08-14,ACTIVE,256,144
556,2023-11-13,COMPLETED,3616,62
557,2023-07-27,ACTIVE,4628,111
558,2024-01-04,ACTIVE,781,95
559,2024-04-20,INACTIVE,1975,158
560,2024-05-21,INACTIVE,1656,27
561,2024-01-20,ACTIVE,1076,140
562,2023-06-12,INACTIVE,1515,170
563,2024-11-17,ACTIVE,189,165
564,2023-11-17,COMPLETED,270,35
565,2024-12-26,INACTIVE,1617,127
566,2024-06-29,ACTIVE,4422,22
567,2024-10-16,ACTIVE,2816,10
568,2024-07-28,INACTIVE,1516,38
569,2024-11-18,COMPLETED,2191,4
570,2024-01-16,COMPLETED,4844,126
571,2024-06-13,COMPLETED,4000,181
572,2023-08-23,INACTIVE,2140,35
573,2024-07-28,COMPLETED,665,161
574,2023-06-13,INACTIVE,312,182
575,2023-04-24,COMPLETED,2547,47
576,2023-05-23,COMPLETED,2471,150
577,2023-03-16,INACTIVE,4183,77
578,2023-10-13,INACTIVE,1905,182
579,2024-10-27,COMPLETED,4024,120
580,2024-10-20,COMPLETED,1532,125
581,2023-07-23,COMPLETED,3409,157
582,2023-12-21,INACTIVE,1235,2
583,2024-10-27,INACTIVE,660,94
584,2023-12-30,COMPLETED,46,65
585,2023-08-25,ACTIVE,1547,189
586,2023-09-14,COMPLETED,2372,57
587,2023-04-25,INACTIVE,2232,143
588,2024-06-07,ACTIVE,4646,144
589,2024-04-26,INACTIVE,3188,133
590,2023-09-02,COMPLETED,2385,57
591,2023-04-25,INACTIVE,4035,53
592,2024-09-15,ACTIVE,93,37
593,2023-02-21,COMPLETED,1863,6
594,2023-01-08,ACTIVE,871,176
595,2023-03-13,ACTIVE,4975,24
596,2024-05-18,INACTIVE,2455,4
597,2024-04-24,COMPLETED,3062,147
598,2023-03-15,INACTIVE,3580,44
599,2024-06-02,INACTIVE,1761,65
600,2023-03-02,INACTIVE,2359,60
601,2023-09-25,COMPLETED,1748,78
602,2023-12-30,ACTIVE,3923,87
603,2023-08-23,COMPLETED,4218,38
604,2024-10-12,COMPLETED,1192,136
605,2024-02-08,ACTIVE,4574,25
606,2024-10-30,ACTIVE,1909,118
607,2024-12-01,COMPLETED,4762,84
608,2023-01-30,INACTIVE,4386,198
609,2024-05-11,ACTIVE,1850,37
610,2023-08-17,INACTIVE,2520,98
611,2023-05-26,COMPLETED,2812,76
612,2024-06-16,INACTIVE,2503,112
613,2024-10-08,COMPLETED,1759,195
614,2023-07-01,ACTIVE,4449,114
615,2023-07-24,COMPLETED,1715,43
616,2023-06-08,ACTIVE,1827,196
617,2023-11-16,COMPLETED,3945,16
618,2023-05-24,INACTIVE,2143,62
619,2023-06-13,INACTIVE,2397,8
620,2024-07-16,INACTIVE,2889,88
621,2024-01-11,COMPLETED,1480,68
622,2023-08-30,COMPLETED,413,43
623,2023-01-30,COMPLETED,2031,31
624,2023-12-29,COMPLETED,815,130
625,2024-07-03,COMPLETED,2289,185
626,2024-11-29,ACTIVE,196,84
627,2024-11-06,COMPLETED,2074,61
628,2023-06-30,INACTIVE,4276,182
629,2024-10-13,INACTIVE,1847,125
630,2024-08-23,COMPLETED,4737,12
631,2023-10-14,INACTIVE,2124,169
632,2024-10-18,ACTIVE,747,137
633,2023-10-31,ACTIVE,1654,37
634,2023-03-15,COMPLETED,3330,39
635,2023-04-08,ACTIVE,2335,105
636,2023-09-24,INACTIVE,1775,90
637,2023-09-11,INACTIVE,1550,186
638,2023-11-26,INACTIVE,482,44
639,2024-12-07,INACTIVE,2844,194
640,2024-10-07,COMPLETED,1565,75
641,2023-04-28,COMPLETED,981,68
642,2024-04-10,COMPLETED,2896,119
643,2023-02-27,COMPLETED,908,143
644,2024-08-01,ACTIVE,3688,65
645,2024-11-08,COMPLETED,1180,193
646,2024-03-15,INACTIVE,1545,159
647,2024-06-29,COMPLETED,2955,35
648,2023-04-18,COMPLETED,2996,180
649,2024-08-30,ACTIVE,2122,28
650,2023-07-04,INACTIVE,4199,194
651,2024-11-04,INACTIVE,2279,82
652,2024-02-26,INACTIVE,2255,96
653,2024-09-10,ACTIVE,4764,167
654,2024-05-14,INACTIVE,3043,5
655,2024-05-01,COMPLETED,1560,59
656,2023-10-23,ACTIVE,1889,107
657,2023-08-25,INACTIVE,3062,194
658,2023-04-11,INACTIVE,920,47
659,2023-02-24,INACTIVE,3229,63
660,2023-03-01,COMPLETED,492,167
661,2023-07-31,ACTIVE,2693,136
662,2024-07-06,INACTIVE,2108,44
663,2023-09-03,ACTIVE,1778,39
664,2024-02-18,INACTIVE,408,46
665,2023-10-16,INACTIVE,2620,128
666,2023-10-26,COMPLETED,2165,175
667,2024-02-07,INACTIVE,1640,102
668,2023-05-28,ACTIVE,1867,84
669,2024-06-16,ACTIVE,3278,5
